JPY,CNY,HKD,MYR,NZD,SGD
122.2,7.7227,8.7692,4.6434,1.6997,1.527
121.93,7.7155,8.7508,4.641,1.6937,1.525
121.8,7.7173,8.7482,4.6436,1.6888,1.5247
121.77,7.7425,8.7758,4.6566,1.6912,1.5282
121.65,7.7567,8.7899,4.6653,1.6888,1.5307
121.61,7.7703,8.8054,4.6774,1.6883,1.5318
122.36,7.7706,8.8194,4.6769,1.6956,1.5317
122.93,7.7654,8.8639,4.6904,1.6941,1.5359
122.6,7.8185,8.8866,4.7082,1.696,1.5395
122.64,7.8199,8.8836,4.7117,1.6996,1.5393
122.4,7.8139,8.8724,4.7124,1.7004,1.5387
121.97,7.8347,8.8915,4.7119,1.714,1.5411
122.25,7.8354,8.9,4.7171,1.7244,1.5429
121.64,7.7792,8.8424,4.7002,1.7261,1.5362
121.71,7.7502,8.8379,4.6901,1.7158,1.5336
121.49,7.7378,8.7683,4.676,1.7173,1.5323
121.08,7.7486,8.7643,4.6778,1.7192,1.5338
122.06,7.7794,8.7963,4.6913,1.7259,1.54
121.9,7.7997,8.817,4.6981,1.7241,1.5403
122.44,7.8144,8.8375,4.7068,1.7201,1.5423
122.72,7.8346,8.857,4.7075,1.7206,1.5445
123.09,7.8243,8.87,4.7123,1.7206,1.5446
122.78,7.8365,8.8634,4.7052,1.7086,1.5453
122.27,7.7893,8.8396,4.6883,1.7016,1.5407
121.82,7.788,8.8333,4.6872,1.6983,1.5363
121.96,7.7754,8.8257,4.6711,1.6943,1.5364
121.62,7.7686,8.8143,4.6886,1.7062,1.5396
121.17,7.7253,8.7645,4.6742,1.704,1.5328
121.27,7.7045,8.7457,4.6747,1.7134,1.5378
122.1,7.6903,8.7386,4.6655,1.7095,1.5361
121.91,7.7081,8.757,4.6788,1.7106,1.5413
122.45,7.7345,8.7839,4.6878,1.7088,1.542
122.56,7.7254,8.7899,4.688,1.7107,1.5393
122.61,7.7206,8.7806,4.6857,1.7109,1.5403
122.56,7.7058,8.7424,4.6728,1.7155,1.5391
123.27,7.7108,8.7692,4.6756,1.7173,1.5399
123.27,7.7081,8.7609,4.672,1.7142,1.5382
122.67,7.7228,8.7656,4.6712,1.7071,1.5366
122.34,7.7245,8.7694,4.6721,1.7107,1.5365
122.81,7.7067,8.7934,4.6655,1.7063,1.534
122.24,7.6925,8.7784,4.6728,1.7067,1.5317
123,7.7252,8.8112,4.6818,1.7056,1.5366
123.06,7.7335,8.826,4.683,1.7087,1.5389
123.25,7.6628,8.8135,4.6781,1.7025,1.5305
122.91,7.6374,8.7844,4.648,1.7015,1.5266
123.31,7.595,8.7922,4.6471,1.6993,1.5257
123.73,7.571,8.7781,4.6401,1.6957,1.5242
124.13,7.5771,8.7871,4.6448,1.6936,1.5266
124.4,7.5124,8.7512,4.6187,1.6856,1.5209
125.01,7.5508,8.7958,4.6384,1.6916,1.5259
124.93,7.5541,8.8007,4.6314,1.6805,1.5263
124.64,7.5067,8.746,4.6089,1.673,1.5191
124.45,7.4991,8.7337,4.6079,1.6739,1.5175
124.45,7.5047,8.7243,4.6049,1.6884,1.5189
125.34,7.5304,8.791,4.6293,1.6922,1.5235
125.82,7.5557,8.8211,4.6431,1.6889,1.5259
125.86,7.5445,8.8265,4.6609,1.6819,1.5251
126.51,7.5594,8.8656,4.6724,1.6784,1.5286
126.59,7.5846,8.8665,4.6736,1.6713,1.5302
126.66,7.5867,8.8685,4.6573,1.6729,1.5299
126.76,7.5939,8.8788,4.658,1.6748,1.5318
125.3,7.5672,8.8354,4.6383,1.6705,1.5254
125.38,7.5758,8.8405,4.6328,1.6697,1.5258
125.51,7.5688,8.844,4.622,1.6718,1.5255
125.36,7.5561,8.8247,4.6123,1.6694,1.5243
125.44,7.5457,8.8173,4.5985,1.6662,1.5215
125.01,7.5353,8.8062,4.5768,1.6599,1.5187
125.3,7.5423,8.8246,4.59,1.6551,1.5209
124.73,7.5265,8.7918,4.5715,1.6544,1.5178
124.68,7.541,8.8201,4.5848,1.6458,1.5213
124.45,7.5397,8.8195,4.5838,1.65,1.5214
124.16,7.5595,8.8061,4.5797,1.6509,1.5227
124.42,7.5729,8.8389,4.5984,1.6568,1.5259
124.72,7.5818,8.8622,4.5971,1.6345,1.5254
124.65,7.6015,8.8888,4.6081,1.6413,1.5286
124.6,7.5868,8.8683,4.5937,1.6433,1.5266
125.92,7.6198,8.9359,4.6081,1.652,1.535
126.63,7.6014,8.9128,4.6109,1.6567,1.5335
126.59,7.6237,8.9161,4.6232,1.6535,1.5342
126.54,7.6186,8.9089,4.6263,1.6537,1.5335
126.16,7.5922,8.8766,4.6171,1.6532,1.5313
126.09,7.5984,8.8665,4.618,1.6585,1.5325
125.89,7.5818,8.8728,4.6224,1.6538,1.5325
125.27,7.5643,8.8508,4.6047,1.6436,1.5292
124.91,7.5612,8.8264,4.5982,1.6492,1.5283
124.72,7.5451,8.8092,4.5916,1.653,1.5257
125.97,7.5622,8.8476,4.6065,1.6631,1.5308
126.4,7.5857,8.8743,4.6289,1.6679,1.5349
126.8,7.5939,8.8929,4.6152,1.6682,1.5358
126.91,7.5985,8.8986,4.6204,1.666,1.5361
127.35,7.6332,8.9344,4.6374,1.6656,1.5396
126.44,7.6309,8.9613,4.6446,1.6685,1.539
125.9,7.6073,8.9376,4.6316,1.6581,1.5346
125.93,7.6077,8.9178,4.6157,1.652,1.5332
125.75,7.5952,8.9122,4.6186,1.647,1.5321
125.56,7.6109,8.8884,4.6174,1.6639,1.5324
125.7,7.6275,8.9098,4.632,1.6648,1.5352
125.61,7.6244,8.9026,4.6183,1.6513,1.5326
125.09,7.6418,8.8644,4.6154,1.6549,1.5324
125.23,7.6637,8.8899,4.6281,1.6473,1.5357
124.45,7.6236,8.837,4.5997,1.6432,1.5293
125.12,7.6347,8.8426,4.5928,1.6488,1.531
125.19,7.6474,8.8728,4.5977,1.6596,1.5339
124.7,7.6477,8.8656,4.6058,1.6767,1.5334
124.63,7.6781,8.875,4.6056,1.6768,1.5364
124.57,7.6527,8.902,4.6173,1.6809,1.5376
124.41,7.652,8.9019,4.62,1.6779,1.5385
125.05,7.685,8.9398,4.6552,1.6619,1.5419
125.59,7.6938,8.9623,4.6628,1.6556,1.5445
125.77,7.7194,8.98,4.6812,1.6634,1.5489
124.91,7.7262,9.0012,4.6839,1.6567,1.5472
124.81,7.701,9.0137,4.6988,1.6607,1.5459
125.08,7.6767,8.9662,4.6925,1.6723,1.5441
125.03,7.6927,8.962,4.6931,1.6694,1.5444
124.94,7.6997,8.9586,4.6938,1.6687,1.5455
124.72,7.6699,8.9021,4.6888,1.672,1.5392
124.43,7.7041,8.8988,4.6986,1.6731,1.543
124.7,7.7147,8.9183,4.7031,1.6741,1.5449
124.25,7.7299,8.909,4.6962,1.6885,1.5452
124.6,7.7238,8.9134,4.6793,1.6895,1.5457
124.78,7.7291,8.9441,4.7024,1.6841,1.5463
123.95,7.7167,8.9395,4.6877,1.6895,1.5452
123.91,7.7018,8.9338,4.6803,1.6817,1.5439
124.02,7.723,8.9594,4.6765,1.6757,1.5474
123.93,7.7595,8.9934,4.7049,1.682,1.5526
124.91,7.7922,9.0427,4.717,1.6873,1.5584
124.7,7.8213,9.0414,4.7265,1.6983,1.5584
124.7,7.8226,8.9789,4.7132,1.6908,1.5533
124.46,7.8405,8.9671,4.7053,1.7023,1.5549
123.9,7.8421,8.9677,4.7125,1.6925,1.5531
123.2,7.828,8.9325,4.7106,1.7045,1.5525
122.21,7.8019,8.8884,4.702,1.7085,1.5501
124.28,7.8165,8.9294,4.7195,1.7049,1.5555
125.85,7.8751,8.9675,4.7317,1.7056,1.5591
126.4,7.8778,8.9716,4.7556,1.706,1.5642
126.14,7.8109,8.9109,4.7419,1.6964,1.5617
126.47,7.873,8.9359,4.7611,1.6974,1.5655
126.98,7.8825,8.9368,4.7608,1.6925,1.5641
127.94,7.8864,8.9628,4.7879,1.6884,1.5678
128.11,7.8683,8.9241,4.7661,1.663,1.5623
127.86,7.8455,8.8976,4.7579,1.6556,1.559
128.44,7.8222,8.8624,4.7292,1.6668,1.5588
128.13,7.788,8.8168,4.7243,1.6613,1.5534
129.06,7.8246,8.8803,4.7531,1.6564,1.5587
128.67,7.8155,8.8693,4.7538,1.6573,1.5577
128.75,7.8498,8.8934,4.7615,1.6526,1.5617
128.79,7.8967,8.9283,4.7671,1.6581,1.5667
128.36,7.8244,8.8866,4.7372,1.6558,1.5583
128.04,7.8239,8.8669,4.7271,1.6517,1.556
128.31,7.7848,8.8695,4.7165,1.6398,1.552
128.68,7.7986,8.9071,4.7319,1.6406,1.555
128.7,7.8074,8.8615,4.7073,1.6376,1.5491
128.99,7.8897,8.8851,4.7532,1.6556,1.5581
128.99,7.9063,8.9078,4.7575,1.6573,1.5603
128.47,7.8464,8.8328,4.7368,1.6613,1.5548
128.66,7.8708,8.8679,4.7498,1.6647,1.5582
128.7,7.8869,8.8906,4.7588,1.6709,1.5604
128.07,7.8866,8.8837,4.7635,1.6747,1.5605
128.8,7.9052,8.9299,4.7801,1.6744,1.5652
129.04,7.9121,8.9361,4.7735,1.6686,1.5663
128.34,7.9299,8.9445,4.7803,1.6683,1.5675
128.89,7.9349,8.9491,4.7848,1.674,1.5684
128.37,7.8859,8.8868,4.7562,1.6653,1.5612
128.16,7.8448,8.8558,4.7358,1.6601,1.557
128.64,7.8543,8.8473,4.7469,1.6651,1.5589
128.32,7.8354,8.8161,4.7229,1.6684,1.5559
128.2,7.8447,8.8242,4.7133,1.6699,1.556
129.26,7.8852,8.8843,4.7399,1.6815,1.5627
129.9,7.9192,8.9414,4.7563,1.6838,1.5663
130.02,7.9426,8.9935,4.7734,1.6954,1.5729
129.31,7.9015,8.951,4.7604,1.7105,1.5693
128.81,7.878,8.9047,4.7475,1.7085,1.5651
128.89,7.8712,8.9391,4.7483,1.7154,1.5686
128.52,7.9046,8.9293,4.7674,1.719,1.5701
128.15,7.8935,8.8787,4.736,1.7322,1.5696
128.28,7.9203,8.9229,4.7558,1.7349,1.5739
127.92,7.9195,8.927,4.7538,1.7401,1.5737
127.13,7.8801,8.895,4.7498,1.7535,1.5705
128.27,7.9276,8.9502,4.7599,1.7473,1.5744
128.37,7.909,8.9308,4.7452,1.7408,1.5724
128.76,7.9613,8.999,4.7778,1.7514,1.5822
129.63,7.9801,9.0107,4.7797,1.7492,1.5855
129.05,7.9489,8.9915,4.7681,1.7379,1.58
129.44,7.9835,9.0192,4.7821,1.7522,1.5863
129.43,7.9887,9.0373,4.7881,1.7563,1.5867
129.92,8.0095,9.0806,4.8083,1.7604,1.5925
129.53,8.0135,9.0767,4.8131,1.7723,1.5945
129.99,8.0043,9.0696,4.8084,1.7768,1.5932
130,7.9982,9.0723,4.814,1.7852,1.5969
130.23,7.9621,9.0126,4.776,1.7792,1.5904
129.45,7.9185,8.959,4.7541,1.7784,1.5859
130.11,7.9502,8.9874,4.7685,1.7795,1.5894
131.03,7.9033,9.0137,4.775,1.7784,1.589
131.31,7.9006,9.0114,4.7699,1.7706,1.587
131.47,7.9321,9.0498,4.7809,1.7617,1.589
131.46,7.9287,9.0442,4.7805,1.7523,1.5862
132.25,7.972,9.0848,4.8049,1.7572,1.5903
131.23,7.9662,9.0579,4.789,1.7505,1.5839
132.15,8.055,9.1478,4.8398,1.7638,1.5976
132.61,8.0685,9.1676,4.8603,1.7668,1.6027
132.78,8.0958,9.1974,4.8672,1.7696,1.6083
132.56,8.0729,9.1941,4.8611,1.7651,1.6061
132.44,8.0503,9.184,4.8565,1.7606,1.6042
131.98,8.0559,9.2313,4.8694,1.7643,1.6064
130.94,7.9983,9.1515,4.8336,1.7684,1.5993
131.21,8.0317,9.1755,4.8455,1.7752,1.6031
130.79,8.0139,9.1579,4.83,1.7742,1.6017
130.75,8.012,9.1725,4.8375,1.7778,1.6012
129.68,7.9542,9.1204,4.8159,1.7743,1.5938
129.13,7.9588,9.0934,4.8037,1.7772,1.5945
128.82,7.9499,9.085,4.8044,1.7773,1.5945
128.54,7.9413,9.0831,4.8021,1.7706,1.5966
128.74,7.9476,9.1175,4.8165,1.7647,1.5976
129.55,7.9451,9.1324,4.812,1.7633,1.6
129.17,7.9128,9.0913,4.8088,1.7637,1.5965
128.6,7.9079,9.0758,4.7861,1.7649,1.5911
129.03,7.9219,9.1129,4.7908,1.7565,1.5925
129.05,7.9664,9.1453,4.7967,1.7559,1.5965
130.32,7.9887,9.1773,4.8048,1.7534,1.5968
129.73,7.9626,9.1524,4.8076,1.7413,1.5941
130.03,7.9641,9.1922,4.797,1.7444,1.5945
129.16,7.9396,9.1318,4.7777,1.7415,1.5884
128.97,7.9326,9.0965,4.75,1.7384,1.5863
128.31,7.9643,9.0895,4.7532,1.7352,1.5864
128.08,7.947,9.1184,4.7655,1.7319,1.586
127.01,7.8748,9.029,4.7164,1.7281,1.5736
126.25,7.8351,8.9645,4.6828,1.7255,1.5665
125.75,7.842,8.9412,4.6811,1.7254,1.5651
126.02,7.8396,8.925,4.659,1.7267,1.5648
125.67,7.8298,8.8869,4.6456,1.7267,1.5627
126.42,7.8488,8.9537,4.6624,1.7277,1.5669
126.11,7.8537,8.9511,4.6667,1.7335,1.5689
127.07,7.8468,8.9928,4.6809,1.7365,1.5708
128.84,7.9053,9.1003,4.7247,1.7421,1.5805
128.72,7.9231,9.0971,4.7188,1.7202,1.5814
128.88,7.9171,9.1065,4.7296,1.7191,1.5822
128.68,7.9066,9.0605,4.709,1.7154,1.5799
129.3,7.9195,9.0955,4.7164,1.717,1.5838
129.43,7.9518,9.1185,4.7351,1.7204,1.5877
130.81,7.9519,9.1807,4.7556,1.7187,1.5922
130.84,8.0178,9.2114,4.7631,1.7213,1.5976
129.79,7.9712,9.1696,4.7408,1.7165,1.5914
129.25,7.9454,9.1241,4.725,1.7179,1.586
129.91,7.9464,9.1949,4.76,1.7186,1.5943
129.8,7.9047,9.1714,4.7409,1.7173,1.5931
130.06,7.9561,9.1846,4.755,1.7192,1.5967
130.18,7.9508,9.1948,4.7602,1.7204,1.5979
130.94,7.921,9.1597,4.7453,1.7251,1.596
130.98,7.8553,9.0963,4.7231,1.7229,1.5909
130.92,7.8042,9.1141,4.7071,1.7175,1.5883
131.81,7.8324,9.1888,4.7267,1.7191,1.5941
131.65,7.8273,9.1989,4.7382,1.7262,1.5954
131.04,7.8012,9.1387,4.7106,1.728,1.5919
131.13,7.778,9.1494,4.7089,1.724,1.5889
130.53,7.8359,9.2111,4.7374,1.7266,1.5968
130.3,7.7767,9.1926,4.7099,1.7188,1.5893
130.21,7.7967,9.2526,4.7504,1.7198,1.5949
129.65,7.7937,9.2013,4.7424,1.7186,1.5948
129.53,7.7672,9.1887,4.7339,1.7256,1.5965
128.64,7.7207,9.1307,4.7104,1.7217,1.5891
129.09,7.7481,9.1506,4.7208,1.7281,1.5921
128.86,7.7586,9.1325,4.7093,1.7315,1.5925
129.04,7.717,9.1468,4.708,1.7247,1.5896
127.63,7.6728,9.0906,4.6824,1.7135,1.5831
128.08,7.6649,9.1158,4.6795,1.7046,1.5834
127.95,7.6749,9.1608,4.6956,1.6998,1.5892
128.21,7.6468,9.181,4.6959,1.6947,1.593
128.3,7.5689,9.1393,4.6621,1.688,1.5822
127.59,7.4977,9.0528,4.6331,1.6846,1.5714
127.39,7.4953,9.0847,4.6318,1.6853,1.5718
126.78,7.4765,9.0534,4.6176,1.6747,1.5685
128.27,7.478,9.1156,4.6423,1.6712,1.568
128.31,7.4463,9.102,4.6382,1.6676,1.5619
129.15,7.5009,9.2058,4.675,1.6656,1.5665
130.03,7.5293,9.2325,4.6985,1.6713,1.5711
130.03,7.5496,9.2499,4.7121,1.6781,1.5738
129.62,7.5518,9.2508,4.7019,1.6764,1.5737
128.64,7.5333,9.2222,4.6867,1.6734,1.5702
130.26,7.566,9.2868,4.7036,1.6789,1.5757
129.57,7.523,9.2328,4.6704,1.6702,1.5685
128.08,7.477,9.1611,4.6524,1.6636,1.5593
128.44,7.5166,9.2091,4.6655,1.6654,1.5655
127.74,7.4883,9.1547,4.6536,1.6737,1.5617
127.33,7.4951,9.1818,4.6562,1.6681,1.5656
126.76,7.4673,9.1268,4.6359,1.6686,1.5588
125.88,7.4174,9.0681,4.606,1.6711,1.5565
127.33,7.4508,9.1354,4.6316,1.6756,1.5615
127.72,7.4611,9.1589,4.6467,1.6882,1.5652
128.46,7.4868,9.2043,4.6648,1.6946,1.5726
128.61,7.4797,9.1904,4.6627,1.6977,1.5754
130.7,7.5112,9.2565,4.679,1.6991,1.5772
130.84,7.5097,9.23,4.6801,1.703,1.5803
130.69,7.5147,9.248,4.6794,1.7049,1.5828
130.66,7.5174,9.2666,4.6854,1.7125,1.5845
129.83,7.5137,9.2504,4.6712,1.7115,1.5824
130.77,7.5606,9.328,4.7009,1.7222,1.5908
131.27,7.5973,9.4103,4.7359,1.7246,1.598
130.44,7.5572,9.3681,4.7713,1.711,1.5917
130.22,7.5419,9.3241,4.77,1.7144,1.5925
130.24,7.5628,9.3248,4.7332,1.6995,1.5921
129.45,7.5586,9.3178,4.7106,1.7019,1.5883
130.15,7.5778,9.3428,4.6947,1.7013,1.5917
130.37,7.6113,9.3952,4.7134,1.7067,1.5962
131.03,7.6135,9.4131,4.7094,1.7041,1.5962
131.84,7.6353,9.425,4.7223,1.7103,1.6025
132.12,7.6574,9.4801,4.7409,1.7145,1.6016
131.95,7.6517,9.4731,4.7231,1.7116,1.6005
132.87,7.6962,9.5493,4.7652,1.7194,1.6141
133.03,7.7048,9.5625,4.7712,1.7232,1.6199
132.92,7.7012,9.5829,4.7698,1.7134,1.6154
132.38,7.7208,9.5974,4.7636,1.7052,1.6188
132.41,7.7449,9.6568,4.7924,1.7032,1.6172
132.88,7.7717,9.7182,4.8085,1.6938,1.6208
132.82,7.7826,9.7245,4.8171,1.6912,1.6236
132.35,7.7639,9.7001,4.8058,1.6837,1.6192
132.77,7.7726,9.7104,4.8057,1.6853,1.6221
132.64,7.7363,9.6687,4.7714,1.6703,1.6158
132.04,7.7452,9.6734,4.777,1.67,1.6155
132.26,7.7815,9.7212,4.7982,1.6812,1.6204
132.28,7.7741,9.703,4.7831,1.6806,1.6202
131.66,7.7686,9.6576,4.7641,1.6871,1.6158
131.32,7.7138,9.6014,4.7363,1.6884,1.6138
131.26,7.7302,9.6232,4.7431,1.6799,1.6113
130.43,7.7409,9.6355,4.7609,1.685,1.6136
130.76,7.7351,9.6602,4.7702,1.6964,1.6114
131.15,7.7468,9.6696,4.7658,1.7098,1.6158
131.6,7.7971,9.7295,4.782,1.7075,1.6214
131.04,7.773,9.7113,4.7971,1.7041,1.6208
130.47,7.7924,9.7384,4.8425,1.7029,1.6274
129.74,7.7975,9.6889,4.8365,1.7024,1.6216
129.75,7.8016,9.6641,4.819,1.7031,1.6207
130.5,7.777,9.6397,4.8153,1.7158,1.6197
130.72,7.7744,9.6295,4.8091,1.7039,1.6174
130.65,7.7944,9.6537,4.8184,1.7066,1.6223
130.21,7.781,9.6476,4.8079,1.7002,1.6182
130.9,7.7966,9.6773,4.8321,1.6915,1.6182
131.77,7.8089,9.6978,4.8202,1.6853,1.6193
132.31,7.8265,9.7031,4.8192,1.6842,1.6224
131.04,7.7886,9.6447,4.8033,1.6854,1.6172
131.31,7.7895,9.637,4.8105,1.6931,1.6204
131.83,7.8696,9.7356,4.8523,1.7102,1.6339
131.41,7.8484,9.7295,4.8472,1.7063,1.6323
131.84,7.8538,9.7218,4.8322,1.6985,1.6325
130.02,7.803,9.6398,4.8059,1.7026,1.6238
129.77,7.8121,9.6397,4.8267,1.7014,1.6261
129.98,7.729,9.5263,4.7814,1.6866,1.615
130.72,7.7285,9.5595,4.793,1.6905,1.6162
131.77,7.7665,9.6272,4.8072,1.6918,1.6235
131.6,7.7723,9.6387,4.8165,1.6847,1.6227
131.28,7.7914,9.6219,4.8135,1.6864,1.6254
131.47,7.8085,9.6059,4.8112,1.6761,1.6232
132.41,7.8112,9.6341,4.8174,1.6754,1.6267
132.25,7.829,9.6549,4.8101,1.6782,1.6272
132.24,7.8734,9.7075,4.8281,1.682,1.6295
132.34,7.9077,9.7479,4.8541,1.6853,1.6336
133.11,7.9261,9.7723,4.8654,1.6909,1.6385
132.4,7.8341,9.6585,4.8198,1.6873,1.629
132.82,7.8244,9.6467,4.8678,1.6941,1.6314
133.23,7.7604,9.5892,4.8368,1.6918,1.6256
133.59,7.7362,9.5985,4.86,1.6952,1.6321
134.31,7.7549,9.5795,4.8183,1.6966,1.6288
134.84,7.7416,9.6463,4.8155,1.6897,1.6291
134.97,7.7446,9.6403,4.8268,1.6955,1.6314
136.67,7.8248,9.7288,4.8557,1.7025,1.6387
137.22,7.855,9.7692,4.8556,1.696,1.6409
136.62,7.8451,9.7429,4.864,1.6944,1.6352
135.6,7.834,9.7413,4.8578,1.6803,1.6288
134.98,7.8566,9.7117,4.8448,1.6937,1.628
134.75,7.8383,9.6783,4.8116,1.6881,1.622
135.95,7.8693,9.7222,4.8179,1.6943,1.6259
135.12,7.8549,9.6996,4.8207,1.6823,1.6202
135.13,7.8719,9.6556,4.8289,1.6677,1.6181
135.35,7.8466,9.576,4.8153,1.6722,1.6162
135.66,7.8374,9.5689,4.816,1.6758,1.6151
135.54,7.8481,9.5814,4.826,1.6831,1.6178
136.07,7.8582,9.5648,4.8396,1.6759,1.6175
135.21,7.8528,9.5415,4.834,1.68,1.6153
135.4,7.878,9.568,4.8491,1.6808,1.6185
135.81,7.904,9.605,4.8568,1.6828,1.6223
134.88,7.8417,9.4962,4.8255,1.6726,1.6103
134.19,7.8127,9.4002,4.7905,1.6653,1.6006
133.62,7.7996,9.3809,4.8004,1.6654,1.5981
134.31,7.7865,9.3323,4.7841,1.6601,1.5932
135.34,7.7816,9.3656,4.7929,1.6702,1.5956
136.45,7.8151,9.4188,4.818,1.6837,1.5993
135.92,7.838,9.4323,4.8405,1.6957,1.6043
134.97,7.8168,9.3985,4.8272,1.6942,1.5988
135.35,7.8338,9.4283,4.8495,1.6955,1.6031
135.01,7.8044,9.372,4.8536,1.685,1.6024
134.74,7.8001,9.3274,4.853,1.6856,1.5968
134.7,7.7975,9.2953,4.8481,1.6825,1.5937
134.37,7.7945,9.2648,4.8354,1.6904,1.5929
134.59,7.8092,9.2758,4.8373,1.6931,1.5952
134.16,7.7926,9.2677,4.8257,1.697,1.594
133.23,7.8068,9.2446,4.825,1.6866,1.592
132.66,7.8055,9.2194,4.8141,1.6836,1.5904
132.45,7.8022,9.2223,4.8163,1.6803,1.5897
133.39,7.8278,9.2499,4.8377,1.6934,1.595
132.99,7.7692,9.1612,4.7959,1.6886,1.5874
133.54,7.7875,9.1848,4.786,1.6956,1.5901
133.66,7.8069,9.2093,4.8004,1.7049,1.5936
133.26,7.7729,9.1661,4.8001,1.7157,1.5889
132.88,7.8013,9.204,4.8184,1.7252,1.5916
132.52,7.8169,9.2323,4.816,1.7141,1.5925
133.37,7.8356,9.2563,4.8057,1.7193,1.5953
133.91,7.8532,9.2721,4.821,1.7281,1.5992
133.7,7.8551,9.2853,4.862,1.7349,1.6014
133.08,7.8377,9.2524,4.8466,1.7319,1.5986
132.24,7.8106,9.233,4.8361,1.7141,1.5925
132.24,7.8431,9.2745,4.8786,1.7157,1.5983
132.69,7.8905,9.3249,4.9093,1.7305,1.6063
132.24,7.8447,9.2744,4.8921,1.7256,1.5987
131.79,7.7881,9.2528,4.8674,1.7198,1.5947
131.61,7.7755,9.1775,4.8292,1.7183,1.5885
131.87,7.7725,9.1545,4.8421,1.7181,1.5878
132.1,7.8155,9.2036,4.8869,1.7243,1.5972
132.82,7.8239,9.2144,4.9079,1.7372,1.5998
133.12,7.8065,9.1919,4.9148,1.7204,1.5971
133.45,7.8404,9.2435,4.9374,1.7145,1.6053
133.29,7.795,9.1645,4.9259,1.7092,1.5978
132.07,7.741,9.0906,4.8856,1.6877,1.5867
132.08,7.7412,9.093,4.8848,1.678,1.5854
131.75,7.7193,9.0701,4.879,1.6715,1.5819
131.54,7.6838,9.0363,4.896,1.6724,1.5786
132.03,7.675,9.0221,4.8828,1.6717,1.5772
132.29,7.6889,9.0436,4.909,1.6797,1.5816
132.82,7.72,9.0953,4.9332,1.6797,1.5854
132.9,7.7011,9.0851,4.9264,1.6867,1.5843
132.6,7.6767,9.0593,4.9136,1.6866,1.5808
132,7.7177,9.0769,4.9252,1.7005,1.586
131.83,7.7165,9.0581,4.9206,1.6944,1.5836
132.52,7.7225,9.0561,4.9228,1.6975,1.5899
133.75,7.8003,9.1701,4.9762,1.7118,1.601
134.41,7.8317,9.1971,4.9915,1.7123,1.6047
133.95,7.8022,9.1803,4.9849,1.7008,1.6023
133.59,7.7957,9.1607,4.9718,1.6838,1.5996
133.75,7.8217,9.2216,4.9931,1.6885,1.6054
133.18,7.831,9.2334,4.9981,1.6861,1.6056
132.62,7.7867,9.1737,4.9622,1.6488,1.5962
131.94,7.7846,9.1811,4.9664,1.6375,1.5952
131.99,7.7782,9.217,4.9773,1.642,1.5956
132.49,7.7831,9.221,4.9832,1.6541,1.6013
133.12,7.8111,9.2573,5.0036,1.6675,1.6055
132.72,7.7989,9.2344,4.9911,1.6723,1.6044
132.55,7.7609,9.2067,4.9783,1.6688,1.6001
132.36,7.7788,9.1685,4.9709,1.6588,1.6013
132.23,7.7891,9.1387,4.9608,1.6512,1.5997
132.05,7.8108,9.1701,4.9651,1.6413,1.5998
132.47,7.8163,9.2007,4.983,1.6403,1.6023
132.77,7.8073,9.1809,4.9766,1.6374,1.6016
132.5,7.8138,9.1739,4.9718,1.6336,1.6003
132.82,7.8534,9.2214,4.9827,1.6354,1.6031
132.56,7.8436,9.1977,4.9839,1.6363,1.601
132.6,7.7984,9.1714,4.9565,1.6305,1.5964
131.99,7.8189,9.2083,4.9662,1.6369,1.5968
133.19,7.8599,9.2738,4.9817,1.6302,1.6031
134.01,7.8805,9.3414,5.0117,1.6336,1.6093
133.86,7.848,9.291,4.9977,1.6268,1.61
133.63,7.8948,9.3668,5.0339,1.6277,1.6128
133.44,7.8832,9.3432,5.02,1.6398,1.6151
133.09,7.852,9.339,5.0006,1.6401,1.6083
132.92,7.8299,9.3506,5.0119,1.6407,1.607
131.55,7.7918,9.2843,4.9905,1.6474,1.6053
131.79,7.8249,9.3586,5.0198,1.6451,1.6118
130.93,7.8024,9.3235,5.012,1.6343,1.6074
130.38,7.8329,9.3731,5.0357,1.6502,1.6129
129.5,7.7926,9.416,5.0586,1.6502,1.6124
130.34,7.7698,9.3553,5.0392,1.6616,1.6091
129.92,7.785,9.3362,5.057,1.6528,1.6133
129.99,7.7865,9.3043,5.0668,1.6531,1.6115
130.6,7.7728,9.315,5.084,1.6588,1.615
131.29,7.8185,9.3272,5.0904,1.6638,1.6146
130.81,7.8059,9.2526,5.0506,1.6571,1.6094
131.25,7.8559,9.3259,5.0887,1.6477,1.6167
130.86,7.9467,9.4268,5.1409,1.6535,1.6283
130.34,7.8979,9.3292,5.0889,1.6458,1.6156
129.59,7.8596,9.2372,5.0456,1.6363,1.6055
129.06,7.8646,9.2386,5.0524,1.6354,1.607
128.71,7.8584,9.2343,5.0488,1.6334,1.6071
128.73,7.843,9.2129,5.0392,1.6165,1.6032
128.17,7.8462,9.2015,5.0449,1.6072,1.6024
128.02,7.8332,9.1831,5.0412,1.6035,1.6014
128.81,7.811,9.1517,5.0244,1.6013,1.5978
129.79,7.8393,9.1597,5.0335,1.6151,1.6022
129.67,7.8488,9.1874,5.0452,1.6121,1.6042
129.28,7.8713,9.2266,5.065,1.6167,1.6063
128.41,7.8414,9.1992,5.0531,1.6149,1.6052
128.76,7.8068,9.168,5.0348,1.6142,1.6
128.74,7.8316,9.1692,5.0314,1.6011,1.5988
